"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Kyphoscoliotic heart disease"	"I27.1"	45	323127513	0.0
	"2016"	"2016"	"Other secondary pulmonary hypertension"	"I27.2"	6934	323127513	2.1
	"2016"	"2016"	"Other specified pulmonary heart diseases"	"I27.8"	38	323127513	0.0
	"2016"	"2016"	"Pulmonary heart disease, unspecified"	"I27.9"	1199	323127513	0.4
	"2016"	"2016"	"Aneurysm of pulmonary artery"	"I28.1"	10	323127513	Unreliable
	"2016"	"2016"	"Other specified diseases of pulmonary vessels"	"I28.8"	42	323127513	0.0
	"2016"	"2016"	"Disease of pulmonary vessels, unspecified"	"I28.9"	37	323127513	0.0
	"2016"	"2016"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	3	323127513	Unreliable
	"2016"	"2016"	"Infective pericarditis"	"I30.1"	20	323127513	0.0
	"2016"	"2016"	"Other forms of acute pericarditis"	"I30.8"	12	323127513	Unreliable
	"2016"	"2016"	"Acute pericarditis, unspecified"	"I30.9"	24	323127513	0.0
	"2016"	"2016"	"Chronic adhesive pericarditis"	"I31.0"	2	323127513	Unreliable
	"2016"	"2016"	"Chronic constrictive pericarditis"	"I31.1"	38	323127513	0.0
	"2016"	"2016"	"Haemopericardium, not elsewhere classified"	"I31.2"	29	323127513	0.0
	"2016"	"2016"	"Pericardial effusion (noninflammatory)"	"I31.3"	326	323127513	0.1
	"2016"	"2016"	"Other specified diseases of pericardium"	"I31.8"	2	323127513	Unreliable
	"2016"	"2016"	"Disease of pericardium, unspecified"	"I31.9"	223	323127513	0.1
	"2016"	"2016"	"Acute and subacute infective endocarditis"	"I33.0"	1414	323127513	0.4
	"2016"	"2016"	"Acute endocarditis, unspecified"	"I33.9"	67	323127513	0.0
	"2016"	"2016"	"Mitral (valve) insufficiency"	"I34.0"	2234	323127513	0.7
	"2016"	"2016"	"Mitral (valve) prolapse"	"I34.1"	174	323127513	0.1
	"2016"	"2016"	"Nonrheumatic mitral (valve) stenosis"	"I34.2"	37	323127513	0.0
	"2016"	"2016"	"Other nonrheumatic mitral valve disorders"	"I34.8"	82	323127513	0.0
	"2016"	"2016"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	69	323127513	0.0
	"2016"	"2016"	"Aortic (valve) stenosis"	"I35.0"	14620	323127513	4.5
	"2016"	"2016"	"Aortic (valve) insufficiency"	"I35.1"	560	323127513	0.2
	"2016"	"2016"	"Aortic (valve) stenosis with insufficiency"	"I35.2"	102	323127513	0.0
	"2016"	"2016"	"Other aortic valve disorders"	"I35.8"	319	323127513	0.1
	"2016"	"2016"	"Aortic valve disorder, unspecified"	"I35.9"	1445	323127513	0.4
	"2016"	"2016"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	28	323127513	0.0
	"2016"	"2016"	"Other nonrheumatic tricuspid valve disorders"	"I36.8"	2	323127513	Unreliable
	"2016"	"2016"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	6	323127513	Unreliable
	"2016"	"2016"	"Pulmonary valve stenosis"	"I37.0"	5	323127513	Unreliable
	"2016"	"2016"	"Pulmonary valve insufficiency"	"I37.1"	3	323127513	Unreliable
	"2016"	"2016"	"Other pulmonary valve disorders"	"I37.8"	3	323127513	Unreliable
	"2016"	"2016"	"Pulmonary valve disorder, unspecified"	"I37.9"	5	323127513	Unreliable
	"2016"	"2016"	"Endocarditis, valve unspecified"	"I38"	5208	323127513	1.6
	"2016"	"2016"	"Infective myocarditis"	"I40.0"	146	323127513	0.0
	"2016"	"2016"	"Isolated myocarditis"	"I40.1"	17	323127513	Unreliable
	"2016"	"2016"	"Other acute myocarditis"	"I40.8"	7	323127513	Unreliable
	"2016"	"2016"	"Acute myocarditis, unspecified"	"I40.9"	72	323127513	0.0
	"2016"	"2016"	"Dilated cardiomyopathy"	"I42.0"	3432	323127513	1.1
	"2016"	"2016"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	167	323127513	0.1
	"2016"	"2016"	"Other hypertrophic cardiomyopathy"	"I42.2"	785	323127513	0.2
	"2016"	"2016"	"Endomyocardial (eosinophilic) disease"	"I42.3"	1	323127513	Unreliable
	"2016"	"2016"	"Endocardial fibroelastosis"	"I42.4"	40	323127513	0.0
	"2016"	"2016"	"Other restrictive cardiomyopathy"	"I42.5"	190	323127513	0.1
	"2016"	"2016"	"Alcoholic cardiomyopathy"	"I42.6"	537	323127513	0.2
	"2016"	"2016"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	29	323127513	0.0
	"2016"	"2016"	"Other cardiomyopathies"	"I42.8"	229	323127513	0.1
	"2016"	"2016"	"Cardiomyopathy, unspecified"	"I42.9"	16704	323127513	5.2
	"2016"	"2016"	"Atrioventricular block, first degree"	"I44.0"	9	323127513	Unreliable
	"2016"	"2016"	"Atrioventricular block, second degree"	"I44.1"	39	323127513	0.0
	"2016"	"2016"	"Atrioventricular block, complete"	"I44.2"	520	323127513	0.2
	"2016"	"2016"	"Other and unspecified atrioventricular block"	"I44.3"	54	323127513	0.0
	"2016"	"2016"	"Left bundle-branch block, unspecified"	"I44.7"	23	323127513	0.0
	"2016"	"2016"	"Other and unspecified right bundle-branch block"	"I45.1"	12	323127513	Unreliable
	"2016"	"2016"	"Bifascicular block"	"I45.2"	5	323127513	Unreliable
	"2016"	"2016"	"Nonspecific intraventricular block"	"I45.4"	4	323127513	Unreliable
	"2016"	"2016"	"Other specified heart block"	"I45.5"	13	323127513	Unreliable
	"2016"	"2016"	"Pre-excitation syndrome"	"I45.6"	30	323127513	0.0
	"2016"	"2016"	"Other specified conduction disorders"	"I45.8"	1355	323127513	0.4
	"2016"	"2016"	"Conduction disorder, unspecified"	"I45.9"	167	323127513	0.1
	"2016"	"2016"	"Cardiac arrest with successful resuscitation"	"I46.0"	1	323127513	Unreliable
	"2016"	"2016"	"Sudden cardiac death, so described"	"I46.1"	1657	323127513	0.5
	"2016"	"2016"	"Cardiac arrest, unspecified"	"I46.9"	14641	323127513	4.5
	"2016"	"2016"	"Re-entry ventricular arrhythmia"	"I47.0"	1	323127513	Unreliable
	"2016"	"2016"	"Supraventricular tachycardia"	"I47.1"	146	323127513	0.0
	"2016"	"2016"	"Ventricular tachycardia"	"I47.2"	805	323127513	0.2
	"2016"	"2016"	"Paroxysmal tachycardia, unspecified"	"I47.9"	6	323127513	Unreliable
	"2016"	"2016"	"Atrial fibrillation and flutter"	"I48"	24855	323127513	7.7
	"2016"	"2016"	"Ventricular fibrillation and flutter"	"I49.0"	1362	323127513	0.4
	"2016"	"2016"	"Atrial premature depolarization"	"I49.1"	2	323127513	Unreliable
	"2016"	"2016"	"Ventricular premature depolarization"	"I49.3"	16	323127513	Unreliable
	"2016"	"2016"	"Sick sinus syndrome"	"I49.5"	541	323127513	0.2
	"2016"	"2016"	"Other specified cardiac arrhythmias"	"I49.8"	143	323127513	0.0
	"2016"	"2016"	"Cardiac arrhythmia, unspecified"	"I49.9"	7839	323127513	2.4
	"2016"	"2016"	"Congestive heart failure"	"I50.0"	64406	323127513	19.9
	"2016"	"2016"	"Left ventricular failure"	"I50.1"	329	323127513	0.1
	"2016"	"2016"	"Heart failure, unspecified"	"I50.9"	13621	323127513	4.2
	"2016"	"2016"	"Cardiac septal defect, acquired"	"I51.0"	25	323127513	0.0
	"2016"	"2016"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	6	323127513	Unreliable
	"2016"	"2016"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	13	323127513	Unreliable
	"2016"	"2016"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	77	323127513	0.0
	"2016"	"2016"	"Myocarditis, unspecified"	"I51.4"	430	323127513	0.1
	"2016"	"2016"	"Myocardial degeneration"	"I51.5"	142	323127513	0.0
	"2016"	"2016"	"Cardiovascular disease, unspecified"	"I51.6"	7786	323127513	2.4
	"2016"	"2016"	"Cardiomegaly"	"I51.7"	1954	323127513	0.6
	"2016"	"2016"	"Other ill-defined heart diseases"	"I51.8"	1627	323127513	0.5
	"2016"	"2016"	"Heart disease, unspecified"	"I51.9"	7500	323127513	2.3
	"2016"	"2016"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	98	323127513	0.0
	"2016"	"2016"	"Subarachnoid haemorrhage from middle cerebral artery"	"I60.1"	2	323127513	Unreliable
	"2016"	"2016"	"Subarachnoid haemorrhage from anterior communicating artery"	"I60.2"	3	323127513	Unreliable
	"2016"	"2016"	"Subarachnoid haemorrhage from basilar artery"	"I60.4"	1	323127513	Unreliable
	"2016"	"2016"	"Subarachnoid haemorrhage from vertebral artery"	"I60.5"	1	323127513	Unreliable
	"2016"	"2016"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	29	323127513	0.0
	"2016"	"2016"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	305	323127513	0.1
	"2016"	"2016"	"Other subarachnoid haemorrhage"	"I60.8"	312	323127513	0.1
	"2016"	"2016"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	4841	323127513	1.5
	"2016"	"2016"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	438	323127513	0.1
	"2016"	"2016"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	378	323127513	0.1
	"2016"	"2016"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	60	323127513	0.0
	"2016"	"2016"	"Intracerebral haemorrhage in brain stem"	"I61.3"	705	323127513	0.2
	"2016"	"2016"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	479	323127513	0.1
	"2016"	"2016"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	1085	323127513	0.3
	"2016"	"2016"	"Intracerebral haemorrhage, multiple localized"	"I61.6"	1	323127513	Unreliable
	"2016"	"2016"	"Other intracerebral haemorrhage"	"I61.8"	47	323127513	0.0
	"2016"	"2016"	"Intracerebral haemorrhage, unspecified"	"I61.9"	13519	323127513	4.2
	"2016"	"2016"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	2690	323127513	0.8
	"2016"	"2016"	"Nontraumatic extradural haemorrhage"	"I62.1"	23	323127513	0.0
	"2016"	"2016"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	8637	323127513	2.7
	"2016"	"2016"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	215	323127513	0.1
	"2016"	"2016"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	51	323127513	0.0
	"2016"	"2016"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	927	323127513	0.3
	"2016"	"2016"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	655	323127513	0.2
	"2016"	"2016"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	1859	323127513	0.6
	"2016"	"2016"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	451	323127513	0.1
	"2016"	"2016"	"Other cerebral infarction"	"I63.8"	92	323127513	0.0
	"2016"	"2016"	"Cerebral infarction, unspecified"	"I63.9"	7281	323127513	2.3
	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	61735	323127513	19.1
	"2016"	"2016"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	5	323127513	Unreliable
	"2016"	"2016"	"Cerebral aneurysm, nonruptured"	"I67.1"	320	323127513	0.1
	"2016"	"2016"	"Cerebral atherosclerosis"	"I67.2"	6609	323127513	2.0
	"2016"	"2016"	"Progressive vascular leukoencephalopathy"	"I67.3"	20	323127513	0.0
	"2016"	"2016"	"Hypertensive encephalopathy"	"I67.4"	130	323127513	0.0
	"2016"	"2016"	"Moyamoya disease"	"I67.5"	32	323127513	0.0
	"2016"	"2016"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	63	323127513	0.0
	"2016"	"2016"	"Other specified cerebrovascular diseases"	"I67.8"	1251	323127513	0.4
	"2016"	"2016"	"Cerebrovascular disease, unspecified"	"I67.9"	8875	323127513	2.7
	"2016"	"2016"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	106	323127513	0.0
	"2016"	"2016"	"Sequelae of intracerebral haemorrhage"	"I69.1"	234	323127513	0.1
	"2016"	"2016"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	177	323127513	0.1
	"2016"	"2016"	"Sequelae of cerebral infarction"	"I69.3"	952	323127513	0.3
	"2016"	"2016"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	10442	323127513	3.2
	"2016"	"2016"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	6006	323127513	1.9
	"2016"	"2016"	"Atherosclerosis of aorta"	"I70.0"	103	323127513	0.0
	"2016"	"2016"	"Atherosclerosis of renal artery"	"I70.1"	13	323127513	Unreliable
	"2016"	"2016"	"Atherosclerosis of arteries of extremities"	"I70.2"	116	323127513	0.0
	"2016"	"2016"	"Atherosclerosis of other arteries"	"I70.8"	1	323127513	Unreliable
	"2016"	"2016"	"Generalized and unspecified atherosclerosis"	"I70.9"	5494	323127513	1.7
	"2016"	"2016"	"Dissection of aorta [any part]"	"I71.0"	3448	323127513	1.1
	"2016"	"2016"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	523	323127513	0.2
	"2016"	"2016"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	453	323127513	0.1
	"2016"	"2016"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	2397	323127513	0.7
	"2016"	"2016"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	1390	323127513	0.4
	"2016"	"2016"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	57	323127513	0.0
	"2016"	"2016"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	145	323127513	0.0
	"2016"	"2016"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	831	323127513	0.3
	"2016"	"2016"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	514	323127513	0.2
	"2016"	"2016"	"Aneurysm of carotid artery"	"I72.0"	45	323127513	0.0
	"2016"	"2016"	"Aneurysm of artery of upper extremity"	"I72.1"	2	323127513	Unreliable
	"2016"	"2016"	"Aneurysm of renal artery"	"I72.2"	33	323127513	0.0
	"2016"	"2016"	"Aneurysm of iliac artery"	"I72.3"	103	323127513	0.0
	"2016"	"2016"	"Aneurysm of artery of lower extremity"	"I72.4"	46	323127513	0.0
	"2016"	"2016"	"Aneurysm and dissection of other precerebral arteries"	"I72.5"	44	323127513	0.0
	"2016"	"2016"	"Aneurysm of other specified arteries"	"I72.8"	118	323127513	0.0
	"2016"	"2016"	"Aneurysm of unspecified site"	"I72.9"	328	323127513	0.1
	"2016"	"2016"	"Raynaud syndrome"	"I73.0"	13	323127513	Unreliable
	"2016"	"2016"	"Thromboangiitis obliterans [Buerger]"	"I73.1"	21	323127513	0.0
	"2016"	"2016"	"Other specified peripheral vascular diseases"	"I73.8"	18	323127513	Unreliable
	"2016"	"2016"	"Peripheral vascular disease, unspecified"	"I73.9"	7350	323127513	2.3
	"2016"	"2016"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	39	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	160	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	10	323127513	Unreliable
	"2016"	"2016"	"Embolism and thrombosis of arteries of lower extremities"	"I74.3"	72	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of arteries of extremities, unspecified"	"I74.4"	16	323127513	Unreliable
	"2016"	"2016"	"Embolism and thrombosis of iliac artery"	"I74.5"	12	323127513	Unreliable
	"2016"	"2016"	"Embolism and thrombosis of other arteries"	"I74.8"	26	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of unspecified artery"	"I74.9"	302	323127513	0.1
	"2016"	"2016"	"Arteriovenous fistula, acquired"	"I77.0"	98	323127513	0.0
	"2016"	"2016"	"Stricture of artery"	"I77.1"	96	323127513	0.0
	"2016"	"2016"	"Rupture of artery"	"I77.2"	136	323127513	0.0
	"2016"	"2016"	"Arterial fibromuscular dysplasia"	"I77.3"	20	323127513	0.0
	"2016"	"2016"	"Coeliac artery compression syndrome"	"I77.4"	3	323127513	Unreliable
	"2016"	"2016"	"Arteritis, unspecified"	"I77.6"	283	323127513	0.1
	"2016"	"2016"	"Other specified disorders of arteries and arterioles"	"I77.8"	93	323127513	0.0
	"2016"	"2016"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	255	323127513	0.1
	"2016"	"2016"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	57	323127513	0.0
	"2016"	"2016"	"Naevus, non-neoplastic"	"I78.1"	3	323127513	Unreliable
	"2016"	"2016"	"Other diseases of capillaries"	"I78.8"	11	323127513	Unreliable
	"2016"	"2016"	"Disease of capillaries, unspecified"	"I78.9"	1	323127513	Unreliable
	"2016"	"2016"	"Phlebitis and thrombophlebitis of superficial vessels of lower extremities"	"I80.0"	1	323127513	Unreliable
	"2016"	"2016"	"Phlebitis and thrombophlebitis of femoral vein"	"I80.1"	29	323127513	0.0
	"2016"	"2016"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	2605	323127513	0.8
	"2016"	"2016"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	317	323127513	0.1
	"2016"	"2016"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	6	323127513	Unreliable
	"2016"	"2016"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	26	323127513	0.0
	"2016"	"2016"	"Portal vein thrombosis"	"I81"	143	323127513	0.0
	"2016"	"2016"	"Budd-Chiari syndrome"	"I82.0"	27	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of vena cava"	"I82.2"	16	323127513	Unreliable
	"2016"	"2016"	"Embolism and thrombosis of renal vein"	"I82.3"	4	323127513	Unreliable
	"2016"	"2016"	"Embolism and thrombosis of other specified veins"	"I82.8"	46	323127513	0.0
	"2016"	"2016"	"Embolism and thrombosis of unspecified vein"	"I82.9"	154	323127513	0.0
	"2016"	"2016"	"Varicose veins of lower extremities with ulcer"	"I83.0"	57	323127513	0.0
	"2016"	"2016"	"Varicose veins of lower extremities with inflammation"	"I83.1"	11	323127513	Unreliable
	"2016"	"2016"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	8	323127513	Unreliable
	"2016"	"2016"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	105	323127513	0.0
	"2016"	"2016"	"Internal haemorrhoids without complication"	"I84.2"	2	323127513	Unreliable
	"2016"	"2016"	"External haemorrhoids without complication"	"I84.5"	1	323127513	Unreliable
	"2016"	"2016"	"Unspecified haemorrhoids with other complications"	"I84.8"	5	323127513	Unreliable
	"2016"	"2016"	"Unspecified haemorrhoids without complication"	"I84.9"	14	323127513	Unreliable
	"2016"	"2016"	"Oesophageal varices with bleeding"	"I85.0"	136	323127513	0.0
	"2016"	"2016"	"Oesophageal varices without bleeding"	"I85.9"	63	323127513	0.0
	"2016"	"2016"	"Gastric varices"	"I86.4"	30	323127513	0.0
	"2016"	"2016"	"Varicose veins of other specified sites"	"I86.8"	5	323127513	Unreliable
	"2016"	"2016"	"Postphlebitic syndrome"	"I87.0"	1	323127513	Unreliable
	"2016"	"2016"	"Compression of vein"	"I87.1"	24	323127513	0.0
	"2016"	"2016"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	46	323127513	0.0
	"2016"	"2016"	"Other specified disorders of veins"	"I87.8"	49	323127513	0.0
	"2016"	"2016"	"Disorder of vein, unspecified"	"I87.9"	20	323127513	0.0
	"2016"	"2016"	"Nonspecific mesenteric lymphadenitis"	"I88.0"	2	323127513	Unreliable
	"2016"	"2016"	"Chronic lymphadenitis, except mesenteric"	"I88.1"	1	323127513	Unreliable
	"2016"	"2016"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	3	323127513	Unreliable
	"2016"	"2016"	"Lymphoedema, not elsewhere classified"	"I89.0"	102	323127513	0.0
	"2016"	"2016"	"Lymphangitis"	"I89.1"	4	323127513	Unreliable
	"2016"	"2016"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	28	323127513	0.0
	"2016"	"2016"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	4	323127513	Unreliable
	"2016"	"2016"	"Idiopathic hypotension"	"I95.0"	4	323127513	Unreliable
	"2016"	"2016"	"Orthostatic hypotension"	"I95.1"	49	323127513	0.0
	"2016"	"2016"	"Hypotension due to drugs"	"I95.2"	1	323127513	Unreliable
	"2016"	"2016"	"Other hypotension"	"I95.8"	22	323127513	0.0
	"2016"	"2016"	"Hypotension, unspecified"	"I95.9"	247	323127513	0.1
	"2016"	"2016"	"Other and unspecified disorders of circulatory system"	"I99"	313	323127513	0.1
	"2017"	"2017"	"Rheumatic fever without mention of heart involvement"	"I00"	3	325719178	Unreliable
	"2017"	"2017"	"Acute rheumatic pericarditis"	"I01.0"	2	325719178	Unreliable
	"2017"	"2017"	"Acute rheumatic endocarditis"	"I01.1"	16	325719178	Unreliable
	"2017"	"2017"	"Other acute rheumatic heart disease"	"I01.8"	6	325719178	Unreliable
	"2017"	"2017"	"Acute rheumatic heart disease, unspecified"	"I01.9"	4	325719178	Unreliable
	"2017"	"2017"	"Mitral stenosis"	"I05.0"	544	325719178	0.2
	"2017"	"2017"	"Rheumatic mitral insufficiency"	"I05.1"	38	325719178	0.0
	"2017"	"2017"	"Mitral stenosis with insufficiency"	"I05.2"	21	325719178	0.0
	"2017"	"2017"	"Other mitral valve diseases"	"I05.8"	8	325719178	Unreliable
	"2017"	"2017"	"Mitral valve disease, unspecified"	"I05.9"	839	325719178	0.3
	"2017"	"2017"	"Rheumatic aortic stenosis"	"I06.0"	60	325719178	0.0
	"2017"	"2017"	"Rheumatic aortic insufficiency"	"I06.1"	4	325719178	Unreliable
	"2017"	"2017"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	3	325719178	Unreliable
	"2017"	"2017"	"Rheumatic aortic valve disease, unspecified"	"I06.9"	12	325719178	Unreliable
	"2017"	"2017"	"Tricuspid stenosis"	"I07.0"	4	325719178	Unreliable
	"2017"	"2017"	"Tricuspid insufficiency"	"I07.1"	392	325719178	0.1
	"2017"	"2017"	"Tricuspid stenosis with insufficiency"	"I07.2"	1	325719178	Unreliable
	"2017"	"2017"	"Other tricuspid valve diseases"	"I07.8"	74	325719178	0.0
	"2017"	"2017"	"Tricuspid valve disease, unspecified"	"I07.9"	16	325719178	Unreliable
	"2017"	"2017"	"Disorders of both mitral and aortic valves"	"I08.0"	726	325719178	0.2
	"2017"	"2017"	"Disorders of both mitral and tricuspid valves"	"I08.1"	150	325719178	0.0
	"2017"	"2017"	"Disorders of both aortic and tricuspid valves"	"I08.2"	34	325719178	0.0
	"2017"	"2017"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	71	325719178	0.0
	"2017"	"2017"	"Other multiple valve diseases"	"I08.8"	5	325719178	Unreliable
	"2017"	"2017"	"Multiple valve disease, unspecified"	"I08.9"	44	325719178	0.0
	"2017"	"2017"	"Rheumatic myocarditis"	"I09.0"	12	325719178	Unreliable
	"2017"	"2017"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	72	325719178	0.0
	"2017"	"2017"	"Other specified rheumatic heart diseases"	"I09.8"	1	325719178	Unreliable
	"2017"	"2017"	"Rheumatic heart disease, unspecified"	"I09.9"	158	325719178	0.0
	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	22598	325719178	6.9
	"2017"	"2017"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	17513	325719178	5.4
	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	30010	325719178	9.2
	"2017"	"2017"	"Hypertensive renal disease with renal failure"	"I12.0"	12195	325719178	3.7
	"2017"	"2017"	"Hypertensive renal disease without renal failure"	"I12.9"	506	325719178	0.2
	"2017"	"2017"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	573	325719178	0.2
	"2017"	"2017"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	2267	325719178	0.7
	"2017"	"2017"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	3982	325719178	1.2
	"2017"	"2017"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	437	325719178	0.1
	"2017"	"2017"	"Renovascular hypertension"	"I15.0"	7	325719178	Unreliable
	"2017"	"2017"	"Secondary hypertension, unspecified"	"I15.9"	10	325719178	Unreliable
	"2017"	"2017"	"Unstable angina"	"I20.0"	40	325719178	0.0
	"2017"	"2017"	"Angina pectoris with documented spasm"	"I20.1"	21	325719178	0.0
	"2017"	"2017"	"Other forms of angina pectoris"	"I20.8"	59	325719178	0.0
	"2017"	"2017"	"Angina pectoris, unspecified"	"I20.9"	136	325719178	0.0
	"2017"	"2017"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	5	325719178	Unreliable
	"2017"	"2017"	"Acute transmural myocardial infarction of other sites"	"I21.2"	1	325719178	Unreliable
	"2017"	"2017"	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	19	325719178	Unreliable
	"2017"	"2017"	"Acute subendocardial myocardial infarction"	"I21.4"	6818	325719178	2.1
	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	103469	325719178	31.8
	"2017"	"2017"	"Subsequent myocardial infarction of anterior wall"	"I22.0"	2	325719178	Unreliable
	"2017"	"2017"	"Subsequent myocardial infarction of inferior wall"	"I22.1"	1	325719178	Unreliable
	"2017"	"2017"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	31	325719178	0.0
	"2017"	"2017"	"Dressler syndrome"	"I24.1"	5	325719178	Unreliable
	"2017"	"2017"	"Other forms of acute ischaemic heart disease"	"I24.8"	1738	325719178	0.5
	"2017"	"2017"	"Acute ischaemic heart disease, unspecified"	"I24.9"	2704	325719178	0.8
	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	63270	325719178	19.4
	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	163655	325719178	50.2
	"2017"	"2017"	"Aneurysm of heart"	"I25.3"	68	325719178	0.0
	"2017"	"2017"	"Coronary artery aneurysm"	"I25.4"	10	325719178	Unreliable
	"2017"	"2017"	"Ischaemic cardiomyopathy"	"I25.5"	12541	325719178	3.9
	"2017"	"2017"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1539	325719178	0.5
	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	9782	325719178	3.0
	"2017"	"2017"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	75	325719178	0.0
	"2017"	"2017"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	8629	325719178	2.6
	"2017"	"2017"	"Primary pulmonary hypertension"	"I27.0"	376	325719178	0.1
	"2017"	"2017"	"Kyphoscoliotic heart disease"	"I27.1"	34	325719178	0.0
	"2017"	"2017"	"Other secondary pulmonary hypertension"	"I27.2"	7242	325719178	2.2
	"2017"	"2017"	"Other specified pulmonary heart diseases"	"I27.8"	34	325719178	0.0
	"2017"	"2017"	"Pulmonary heart disease, unspecified"	"I27.9"	1102	325719178	0.3
	"2017"	"2017"	"Arteriovenous fistula of pulmonary vessels"	"I28.0"	1	325719178	Unreliable
	"2017"	"2017"	"Aneurysm of pulmonary artery"	"I28.1"	13	325719178	Unreliable
	"2017"	"2017"	"Other specified diseases of pulmonary vessels"	"I28.8"	55	325719178	0.0
